Daily Time,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
73.72,35,51119.93,226.54,Optional multi-state hardware,Port Melissaberg,1,Belize,18-03-2016 13:22,1
47.64,29,69718.19,216.49,Front-line dynamic model,Port Stacy,1,Israel,15-03-2016 17:33,0
69.88,34,34191.23,168.34,Cloned explicit middleware,New Thomas,1,Equatorial Guinea,11-03-2016 00:05,0
65.59,39,58235.21,207.17,Customizable zero-defect Internet solution,Elizabethbury,1,Hong Kong,15-06-2016 11:56,0
39.3,29,61172.07,216.49,Mandatory coherent groupware,Johnstad,0,Qatar,16-01-2016 16:40,0
73.89,28,49282.87,182.65,Organized global flexibility,West Joseph,1,Luxembourg,09-03-2016 06:22,1
41.73,41,50628.31,126.39,Synergistic reciprocal attitude,East Maureen,1,Micronesia,13-05-2016 11:57,1
46.61,43,41097.17,176.98,Reverse-engineered maximized focus group,Port Jeffrey,0,Bangladesh,20-02-2016 20:47,1
59.59,55,36752.24,187.76,Function-based context-sensitive secured line,Hubbardmouth,0,Tonga,21-04-2016 09:30,1
89.05,23,58953.01,146.8,Robust logistical utilization,Hubbardmouth,0,China,19-05-2016 14:30,1
74.15,29,61172.07,216.49,Sharable reciprocal project,West Shannon,1,Senegal,26-01-2016 02:47,0
67.8,25,50671.6,241.03,Focused systemic benchmark,Lake Rhondaburgh,1,Georgia,18-03-2016 13:00,0
82.07,22,31215.88,121.07,Profit-focused secondary portal,Combsstad,0,Bahamas,19-02-2016 20:49,0
68.88,42,59243.46,236.87,Innovative interactive portal,Lake Jennifer,0,Cuba,06-04-2016 11:24,1
86.06,32,69481.85,221.21,Versatile solution-oriented secured line,Mauriceshire,1,Saudi Arabia,25-01-2016 07:39,1
47.74,51,74535.94,165.27,Extended context-sensitive monitoring,New Thomas,1,Togo,14-07-2016 22:43,1
85.62,27,36884.23,193.29,Front-line dynamic model,Jordantown,1,Estonia,08-07-2016 03:47,0
72.01,32,55424.24,182.2,Focused upward-trending core,Hernandezside,0,Kuwait,28-04-2016 22:54,0
66.89,42,58151.87,161.16,Virtual 5thgeneration neural-net,Markhaven,1,Hong Kong,24-06-2016 21:09,1
88.12,26,64828,131.68,Monitored context-sensitive initiative,Shelbyport,1,French Guiana,10-06-2016 03:56,0
40.04,23,42162.9,211.38,Virtual 5thgeneration neural-net,Hubbardmouth,1,Czech Republic,15-02-2016 16:52,1
51.24,36,59240.24,178.92,Proactive bandwidth-monitored policy,Destinyfurt,1,Netherlands Antilles,08-07-2016 03:47,0
61.22,32,69481.85,172.83,Focused upward-trending core,Lisafort,0,Chile,28-04-2016 22:54,0
82.07,22,67058.72,136.21,Customizable modular Internet solution,Combsstad,0,Cote d'Ivoire,23-05-2016 08:06,0
47.64,46,64021.55,130.86,Automated multi-state toolset,Richardsonshire,0,Fiji,06-04-2016 14:16,1
35.49,27,36884.23,168.92,Realigned next generation projection,Mosleyburgh,1,Zimbabwe,08-07-2016 03:47,0
41.73,42,63497.62,199.43,Virtual 5thgeneration neural-net,Christinehaven,1,United Kingdom,23-07-2016 11:46,1
82.07,41,51510.18,137.24,Synergized context-sensitive database,West Lisa,0,El Salvador,17-07-2016 14:26,1
59.05,43,73538.09,125.22,Optimized upward-trending productivity,Port Jeffrey,1,Finland,03-04-2016 21:13,1
37.45,31,61840.26,207.17,Sharable reciprocal project,West Angelabury,1,Singapore,09-07-2016 11:18,0
66.18,31,56180.93,207.17,Balanced empowering success,Jamiefort,0,Singapore,21-06-2016 14:32,0
41.73,42,60514.05,199.43,Innovative interactive portal,Hubbardmouth,1,Czech Republic,06-04-2016 11:24,1
44.72,38,71455.62,230.93,Virtual bandwidth-monitored initiative,South Daniellefort,0,Japan,19-05-2016 14:30,1
80.3,49,45632.51,168.34,Streamlined homogeneous analyzer,Hawkinsbury,0,French Southern Territories,11-03-2016 00:05,1
50.19,36,29398.61,140.46,Versatile transitional monitoring,North Randy,1,Bulgaria,13-07-2016 16:12,1
55.6,24,52252.91,182.2,Focused upward-trending core,Lisafort,0,Algeria,28-04-2016 22:54,0
39.96,45,74903.41,124.67,Secured 24hour policy,Greerport,0,Taiwan,05-03-2016 12:03,1
37,30,57877.15,244.91,De-engineered attitude-oriented projection,South Adamhaven,1,Bolivia,08-05-2016 10:25,0
37.87,44,57846.68,187.76,Enhanced homogeneous moderator,West Michaelstad,0,Turkey,14-03-2016 14:13,1
86.63,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,10-02-2016 15:23,1
75.55,32,55424.24,172.83,Focused upward-trending core,Lisafort,1,Latvia,28-04-2016 22:54,0
59.99,29,72203.96,217.1,Programmable uniform website,Port Stacy,1,Zimbabwe,15-03-2016 17:33,0
51.87,19,42650.32,195.69,Managed client-server access,Browntown,1,Cuba,05-01-2016 16:26,0
65.77,23,55121.65,236.87,Phased clear-thinking encoding,Hubbardmouth,0,China,19-05-2016 14:30,1
39.85,41,59243.46,112.52,Business-focused transitional solution,Nelsonfurt,1,Guernsey,18-03-2016 13:00,0
54.37,29,61172.07,200.71,Front-line bandwidth-monitored capacity,Johnstad,0,Senegal,03-05-2016 16:02,0
54.88,22,73941.91,121.07,Digitized content-based circuit,Sarahland,0,United States of America,21-06-2016 13:15,0
82.07,43,52563.22,121.28,Devolved zero administration intranet,Port Jeffrey,0,Bangladesh,17-04-2016 21:39,1
51.87,35,54875.95,225.58,Robust uniform framework,Wrightburgh,0,Myanmar,12-05-2016 04:35,0
83.71,26,74903.41,228.78,Stand-alone eco-centric system engine,Shelbyport,1,Bosnia and Herzegovina,08-01-2016 19:38,0
55.6,32,55424.24,172.83,Horizontal client-server database,Lisafort,1,Bahamas,28-04-2016 22:54,0
69.15,27,69646.35,239.32,Assimilated encompassing portal,Johnstad,0,Ukraine,03-07-2016 04:11,0
51.24,36,50628.31,140.15,Vision-oriented asynchronous Internet solution,Youngfort,1,Uganda,03-01-2016 16:01,1
61.84,26,35521.88,231.37,Reactive demand-driven capacity,Shelbyport,1,Dominica,11-03-2016 06:49,0
42.94,37,68877.02,129.31,Vision-oriented attitude-oriented Internet solution,Westshire,0,Moldova,10-02-2016 19:20,1
47.74,51,74535.94,111.94,Extended context-sensitive monitoring,New Thomas,1,Bolivia,11-02-2016 16:45,1
38.37,54,53188.69,240.63,Virtual scalable secured line,West Ricardo,0,Lebanon,16-01-2016 23:37,1
70.96,40,66873.9,132.63,Synergized coherent interface,Lisafort,1,Honduras,31-03-2016 20:55,0
54.88,22,67058.72,200.71,Customizable modular Internet solution,Hawkinsbury,0,Russian Federation,03-07-2016 04:11,0
76.58,43,27241.11,167.86,Optimized upward-trending productivity,Port Jeffrey,1,Turkey,03-04-2016 21:13,1
34.78,30,57877.15,244.91,De-engineered attitude-oriented projection,South Adamhaven,0,Qatar,20-01-2016 19:09,0
80.47,25,25686.34,240.09,Pre-emptive next generation Internet solution,South Corey,1,Hong Kong,07-04-2016 15:18,0
45.48,24,52252.91,182.2,Team-oriented zero-defect initiative,South Henry,0,Fiji,25-05-2016 00:34,1
55.6,24,52252.91,182.2,Distributed tertiary system engine,West James,0,Algeria,25-02-2016 16:33,0
55.6,35,73889.99,182.2,Optional multi-state hardware,Wrightburgh,0,Myanmar,03-07-2016 09:22,0
55.6,39,71455.62,124.44,Phased zero-defect portal,Jonathanland,0,El Salvador,12-02-2016 08:46,1
65.77,31,56180.93,207.17,De-engineered tertiary secured line,New Michael,0,French Guiana,21-06-2016 14:32,0
43.49,19,54774.77,133.2,Managed client-server access,New Thomas,1,Burkina Faso,12-01-2016 10:07,0
64.38,23,55121.65,223.93,Future-proofed coherent budgetary management,Hubbardmouth,1,United States Virgin Islands,15-02-2016 16:52,0
47.64,29,53431.35,115.6,Assimilated fault-tolerant hub,East Anthony,0,Bahamas,03-05-2016 16:02,0
80.3,49,54251.78,195.69,Managed client-server access,Penatown,1,Australia,04-04-2016 20:01,1
82.07,22,51920.49,136.21,Function-based context-sensitive secured line,Combsstad,0,Austria,03-07-2016 04:11,0
41.73,31,61840.26,207.17,Managed zero tolerance concept,Dustinchester,1,Singapore,21-06-2016 14:32,0
81.75,40,57545.56,167.22,Self-enabling local strategy,East Carlos,0,Bahamas,31-03-2016 20:55,0
78.36,34,59785.94,160.03,Cloned explicit middleware,New Tinamouth,0,Brunei Darussalam,20-02-2016 09:54,1
65.59,39,37334.78,221.79,Organized global flexibility,New Brandy,1,Luxembourg,23-01-2016 17:39,0
51.24,30,33293.78,140.15,Multi-layered user-facing paradigm,Youngfort,0,Algeria,01-07-2016 01:12,1
55.6,30,42993.48,128.62,Synchronized multimedia model,North Regina,1,Guinea,05-01-2016 07:52,0
54.88,50,39616,122.31,Focused coherent success,Yangside,0,Bangladesh,03-04-2016 21:13,1
39.3,29,53431.35,216.49,Multi-lateral multi-state encryption,Christinetown,0,Egypt,14-01-2016 00:23,1
76.2,33,61005.87,162.03,Expanded radical software,East Carlos,0,Indonesia,10-06-2016 11:31,0
51.87,37,23936.86,214.42,Vision-oriented attitude-oriented Internet solution,Lake James,0,Timor-Leste,21-05-2016 01:36,0
35.49,28,71222.4,138.87,Intuitive exuding service-desk,Westshire,0,Liberia,09-02-2016 07:21,1
59.59,34,59785.94,160.03,Cloned explicit middleware,New Tinamouth,0,Turkmenistan,10-04-2016 19:48,1
56.39,29,64267.88,221.98,Visionary asymmetric encryption,Angelhaven,1,Portugal,16-06-2016 02:01,1
37.45,39,48335.2,258.62,Cloned object-oriented benchmark,Westshire,0,Micronesia,08-05-2016 22:24,1
68.01,51,74535.94,130.41,Extended context-sensitive monitoring,New Thomas,1,Togo,31-01-2016 05:12,1
65.77,26,46033.73,228.78,Synchronized user-facing core,East Kevinbury,1,Liechtenstein,19-05-2016 11:16,0
60.23,33,53431.35,163.48,Compatible composite project,Taylorhaven,1,Australia,18-04-2016 21:07,1
46.14,52,73049.3,209.72,Polarized clear-thinking budgetary management,North Daniel,1,Finland,16-06-2016 02:01,1
37.45,31,61840.26,212.87,Intuitive radical forecast,North Katie,1,Serbia,18-03-2016 13:00,0
52.68,39,31281.01,207.17,User-friendly client-server instruction set,West Angelabury,1,Albania,19-05-2016 11:16,0
89.05,50,43778.88,122.31,Ameliorated discrete extranet,North Kimberly,0,Bangladesh,09-04-2016 09:26,1
55.6,20,38609.2,167.22,Virtual scalable secured line,Whiteport,0,South Africa,11-06-2016 06:47,0
68.61,27,14548.06,193.29,Configurable tertiary capability,Isaacborough,0,Estonia,23-03-2016 21:06,1
51.87,35,23410.75,236.87,Robust uniform framework,Wrightburgh,0,Papua New Guinea,18-07-2016 01:36,0
35.61,28,67132.46,129.31,Vision-oriented attitude-oriented Internet solution,Karenmouth,0,Taiwan,20-06-2016 14:20,0
55.6,35,42993.48,236.87,Optional multi-state hardware,New Rebecca,0,Dominican Republic,18-03-2016 13:22,1
44.4,32,69481.85,190.05,Profound maximized workforce,Hernandezside,0,Lebanon,09-06-2016 21:43,1
59.05,22,63363.04,121.07,Customizable modular Internet solution,Combsstad,1,Eritrea,03-07-2016 04:11,0
36.08,45,59610.81,137.24,Enhanced homogeneous moderator,Wintersfort,1,Maldives,16-06-2016 02:01,1
82.07,43,57868.44,163.48,Reverse-engineered maximized focus group,Port Jeffrey,0,Turkey,20-02-2016 20:47,1
37,32,55424.24,172.83,Managed 6thgeneration hierarchy,Reyesfurt,1,Bolivia,08-05-2016 10:25,0
81.98,51,41547.62,178.92,Adaptive contextually-based methodology,Edwardmouth,1,Indonesia,31-01-2016 05:12,0
40.04,28,71222.4,217.37,Centralized logistical secured line,Lake Gerald,0,American Samoa,29-02-2016 23:56,0
71.9,39,74623.27,204.79,Intuitive exuding service-desk,West Aprilport,0,Venezuela,03-01-2016 07:13,0
49.21,30,74903.41,248.12,Front-line actuating functionalities,Olsonside,1,Gibraltar,23-03-2016 21:06,0
84.76,30,57877.15,172.83,Public-key bi-directional Graphical User Interface,Reyesfurt,0,Bahamas,29-06-2016 10:50,0
81.58,26,63363.04,131.68,Optional secondary access,East Kevinbury,1,Eritrea,05-01-2016 16:26,1
89.71,26,68030.18,149.79,Managed client-server access,East Kevinbury,1,American Samoa,01-02-2016 14:37,1
74.59,42,60514.05,243.61,Innovative interactive portal,Lake Jennifer,0,Czech Republic,06-04-2016 11:24,1
40.17,26,62669.59,228.78,Persistent even-keeled application,Shawnside,1,Saint Pierre and Miquelon,04-07-2016 11:03,0
41.73,28,70324.8,207.17,Horizontal heuristic support,Wendyton,0,Ghana,21-06-2016 14:32,0
59.22,49,39031.89,195.69,Organic logistical adapter,West Brandonton,1,Australia,04-04-2016 20:01,1
59.64,31,59886.58,207.17,Optional full-range projection,West Angelabury,1,Singapore,16-01-2016 17:56,0
65.07,22,64564.07,187.76,Customer-focused multi-tasking Internet solution,Millerfort,1,Croatia,05-01-2016 09:42,1
82.07,22,63363.04,136.21,Customizable modular Internet solution,South George,1,Eritrea,03-07-2016 04:11,0
54.47,32,69481.85,178.92,Up-sized 6thgeneration moratorium,Ryanhaven,1,Serbia,09-01-2016 03:45,0
82.07,22,31215.88,176.98,Multi-tiered multi-state moderator,North Angelatown,0,Saudi Arabia,10-02-2016 06:37,1
80.3,49,45632.51,168.34,Streamlined homogeneous analyzer,West Brandonton,0,Eritrea,04-04-2016 20:01,1
42.04,27,55901.12,193.29,Extended analyzing emulation,Jordantown,0,Switzerland,17-06-2016 20:18,0
66.08,52,33951.63,235.35,Multi-tiered mobile encoding,Silvaton,0,United States of America,03-07-2016 04:11,0
39.36,42,60514.05,243.61,Innovative interactive portal,Hubbardmouth,1,Czech Republic,06-04-2016 11:24,1
47.74,36,32549.95,109.07,Upgradable optimizing toolset,Sandraland,1,Qatar,08-05-2016 10:25,0
80.3,49,45632.51,122.02,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,16-03-2016 20:19,1
41.73,31,56180.93,207.17,Realigned tangible collaboration,East Kevinbury,0,Singapore,21-06-2016 14:32,0
81.75,19,58966.22,163,Stand-alone explicit orchestration,East Tiffanyport,0,Burundi,13-07-2016 07:41,0
41.73,28,61840.26,207.17,Sharable reciprocal project,New Michael,1,Croatia,09-07-2016 11:18,0
59.51,37,67132.46,181.02,Vision-oriented attitude-oriented Internet solution,Lake James,0,Belgium,08-01-2016 22:47,0
87.35,42,60514.05,120.75,Innovative interactive portal,Lake Jennifer,1,Czech Republic,06-04-2016 11:24,1
37.87,43,58342.63,122.31,Reverse-engineered maximized focus group,Yangside,0,Tunisia,09-05-2016 21:54,1
36.37,43,51119.93,198.45,Multi-tiered multi-state moderator,Shelbyport,1,Turkey,09-04-2016 16:31,0
83.71,23,13996.5,172.81,Universal transitional Graphical User Interface,Hubbardmouth,1,China,15-02-2016 16:52,0
41.73,34,59785.94,204.22,Cloned explicit middleware,New Tinamouth,0,Brunei Darussalam,27-04-2016 04:28,1
66.08,46,64021.55,215.18,Stand-alone encompassing throughput,West Chloeborough,0,Burundi,07-01-2016 21:21,0
55.6,39,51739.63,250.03,Intuitive exuding service-desk,Port Raymondfort,0,Bahrain,03-01-2016 07:13,0
62.42,29,69646.35,218.61,Synergized coherent interface,Taylorhaven,1,Israel,09-02-2016 05:28,0
51.56,29,69646.35,191.82,Sharable reciprocal project,Wilsonburgh,0,Saint Helena,12-06-2016 21:21,0
59.51,30,33293.78,140.15,Total 5thgeneration standardization,Garciaside,0,Bahamas,29-06-2016 10:50,0
55.6,39,65953.76,200.22,Organized global flexibility,New Brandy,1,Barbados,21-07-2016 10:01,0
39.36,42,58920.44,120.75,Innovative interactive portal,Lake Jennifer,1,Czech Republic,06-04-2016 11:24,1
82.79,35,54429.17,109.07,Decentralized attitude-oriented interface,Hansenmouth,0,Saint Vincent and the Grenadines,21-06-2016 03:14,1
46.61,34,60637.62,191.14,Operative full-range forecast,New Tinamouth,1,Equatorial Guinea,16-04-2016 05:24,1
66.08,33,61005.87,215.18,Diverse modular interface,Edwardmouth,1,Niger,15-06-2016 05:30,0
66.08,55,62784.85,201.15,Progressive non-volatile neural-net,Burgessside,0,Turkey,17-07-2016 01:13,1
42.6,31,56180.93,207.17,Realigned tangible collaboration,Lake Brian,0,France,15-07-2016 05:05,0
66.08,46,33951.63,253.48,Automated multi-state toolset,South Jaimeview,0,Brazil,28-02-2016 23:10,0
86.06,36,73882.91,178.92,Front-line bandwidth-monitored capacity,Brianabury,1,Senegal,03-07-2016 04:11,0
51.24,36,70592.81,140.46,Digitized contextually-based product,Harrishaven,1,Korea,08-07-2016 03:47,0
63.36,26,35521.88,131.68,Business-focused responsive website,Shelbyport,1,French Guiana,08-01-2016 19:38,0
35.33,29,53431.35,217.1,Customer-focused attitude-oriented instruction set,North Elizabeth,1,Uganda,01-01-2016 15:14,1
74.06,31,56180.93,207.17,Optional full-range projection,New Michael,1,Hong Kong,08-02-2016 14:02,0
81.75,52,33951.63,186.37,Synchronized multi-tasking ability,Penatown,1,Australia,04-04-2016 08:19,1
66.4,34,59785.94,168.34,Cloned explicit middleware,North Isabellaville,1,Namibia,11-03-2016 00:05,0
41.73,28,59677.64,207.17,Managed zero tolerance concept,Markhaven,1,Luxembourg,08-04-2016 22:40,0
66.18,40,38067.08,117.3,Vision-oriented attitude-oriented Internet solution,Williamsport,0,Cayman Islands,27-01-2016 18:25,1
56.39,29,69646.35,136.18,Programmable uniform website,Evansfurt,1,Israel,12-06-2016 21:21,0
44.78,22,61009.1,139.34,Customizable modular Internet solution,West Katiefurt,1,Eritrea,28-02-2016 06:41,0
76.77,36,70592.81,140.46,Digitized contextually-based product,North Derekville,0,Lao People's Democratic Republic,03-01-2016 07:13,0
53.92,49,51067.54,124.32,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,05-02-2016 16:50,1
46.61,41,48335.2,137.24,Enhanced homogeneous moderator,West Lisa,0,Micronesia,20-04-2016 21:49,1
53.68,29,72203.96,216.49,Front-line dynamic model,Joshuaburgh,1,Senegal,03-05-2016 16:02,0
81.9,30,33293.78,228.81,Total 5thgeneration standardization,Lake Matthewland,0,Guinea,12-05-2016 20:57,1
55.6,32,55424.24,178.92,Focused upward-trending core,Lisafort,1,Turkmenistan,09-06-2016 21:43,0
65.59,39,50628.31,165.52,Enterprise-wide tangible model,West Angelabury,1,Hong Kong,14-01-2016 16:30,0
56.39,29,69646.35,200.71,Self-enabling local strategy,East Carlos,0,Burundi,10-06-2016 11:31,0
89.05,43,57868.44,163.48,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,17-04-2016 21:39,1
71.84,39,38067.08,124.44,Phased hybrid superstructure,West Roytown,0,Algeria,29-06-2016 02:48,0
83.69,49,40763.13,168.34,Streamlined homogeneous analyzer,Johnsontown,0,Samoa,28-04-2016 22:54,0
55.6,35,73889.99,236.87,Vision-oriented attitude-oriented Internet solution,Wrightburgh,0,Ukraine,18-07-2016 01:36,0
72.55,36,76003.47,140.46,Multi-tiered stable leverage,North Randy,0,Liechtenstein,03-02-2016 07:59,1
82.07,33,74535.94,125.27,Synchronized multi-tasking ability,East Carlos,0,Indonesia,12-06-2016 21:21,0
59.05,50,43974.49,123.13,Function-based context-sensitive secured line,Gilbertville,1,Palau,20-03-2016 08:22,1
80.47,48,57868.44,187.76,User-friendly grid-enabled analyzer,Hubbardmouth,1,Norway,30-05-2016 20:07,1
72.97,26,31265.75,228.78,Persistent even-keeled application,Joneston,1,Bouvet Island (Bouvetoya),08-01-2016 19:38,0
37.87,43,73538.09,167.86,Optimized upward-trending productivity,North Mercedes,1,Turkey,03-04-2016 21:13,1
49.21,43,52563.22,193.29,User-friendly upward-trending intranet,Lake Evantown,0,Cayman Islands,03-01-2016 05:34,1
88.04,44,50723.67,137.24,Exclusive even-keeled moratorium,New Travistown,0,Kuwait,21-04-2016 19:56,1
66.12,37,53058.91,217.37,Centralized logistical secured line,Port Beth,0,Cyprus,07-04-2016 20:34,0
71.84,39,65953.76,141.89,Configurable disintermediate throughput,North Regina,1,Netherlands Antilles,23-01-2016 17:39,0
38.37,32,55424.24,182.2,Up-sized 6thgeneration moratorium,Port Christina,0,Serbia,09-06-2016 21:43,1
81.75,19,58966.22,204.02,Customizable tangible hierarchy,West Connor,1,Vanuatu,12-06-2016 21:21,0
33.33,45,59610.81,137.24,Enhanced homogeneous moderator,Wintersfort,1,Bosnia and Herzegovina,05-03-2016 12:03,1
41.73,31,59886.58,133.17,Optional full-range projection,West Terrifurt,1,Bosnia and Herzegovina,11-07-2016 09:32,1
69.88,34,34191.23,160.03,Ameliorated exuding encryption,Jamesville,0,Turkmenistan,11-03-2016 00:05,0
55.6,29,53431.35,158.56,Inverse discrete extranet,East Anthony,1,Algeria,14-01-2016 00:23,0
80.72,32,69481.85,172.83,Focused upward-trending core,Lisafort,1,Latvia,09-06-2016 21:43,0
44.4,30,57877.15,219.94,Front-line bandwidth-monitored capacity,Reyesfurt,1,Moldova,29-06-2016 10:50,0
71.84,39,48335.2,124.44,Up-sized incremental encryption,New Rebecca,0,Belize,03-01-2016 16:01,1
70.39,40,69646.35,191.82,Proactive actuating Graphical User Interface,South Cynthiashire,1,Switzerland,09-02-2016 05:28,0
55.6,24,52252.91,178.92,Realigned content-based leverage,Destinyfurt,1,Algeria,03-03-2016 22:31,0
79.52,41,57846.68,226.69,Function-based optimizing protocol,Garciatown,0,Qatar,03-07-2016 04:11,0
83.71,26,46033.73,131.68,Front-line zero-defect array,East Kevinbury,0,Madagascar,09-07-2016 11:18,0
70.39,36,44248.52,115.26,Operative stable moderator,Sandraland,1,Hungary,08-07-2016 03:47,0
81.98,34,34191.23,203.84,Cloned explicit middleware,Kingshire,1,Equatorial Guinea,11-03-2016 00:05,0
80.3,49,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,1,Australia,04-04-2016 20:01,1
59.22,40,53549.94,105.22,Cross-group non-volatile secured line,Jamesberg,1,Maldives,11-03-2016 00:05,0
61.22,45,50723.67,150.8,Profound maximized workforce,Kristinfurt,0,Micronesia,26-02-2016 22:46,1
80.03,33,60843.32,196.61,Synergized context-sensitive database,New Travistown,0,El Salvador,25-06-2016 04:21,1
66.12,28,53058.91,217.37,Inverse local hub,Reyesfurt,0,Ireland,05-01-2016 11:53,0
89.05,40,41232.89,194.62,Profit-focused secondary portal,Port Katelynview,0,Uganda,03-04-2016 05:10,1
55.6,36,59240.24,140.46,Versatile transitional monitoring,New Rebecca,0,El Salvador,03-01-2016 16:01,1
68.88,23,25739.09,172.81,Future-proofed coherent budgetary management,Hubbardmouth,1,Czech Republic,09-03-2016 03:41,1
66.79,40,37345.34,195.69,Sharable reciprocal project,Gomezport,1,Bolivia,08-05-2016 10:25,0
80.31,31,27262.51,207.17,Balanced empowering success,Lake Brian,0,Singapore,21-06-2016 14:32,0
40.47,37,23936.86,214.42,Robust uniform framework,Garciatown,0,Burundi,22-02-2016 07:04,0
45.08,37,67132.46,181.02,Exclusive systematic algorithm,Andersonfurt,0,Taiwan,21-05-2016 01:36,0
66.12,49,45632.51,195.69,Streamlined homogeneous analyzer,West Brandonton,0,Eritrea,04-04-2016 20:01,1
65.59,39,48335.2,258.62,Business-focused background synergy,Westshire,0,Micronesia,27-02-2016 12:34,1
74.63,27,36884.23,168.92,Reverse-engineered well-modulated capability,Mataberg,1,Switzerland,03-07-2016 04:11,0
54.47,24,55424.24,182.2,Profound optimizing utilization,Chrismouth,1,Niger,26-01-2016 02:47,0
41.73,31,27262.51,207.17,Horizontal heuristic support,Jamiefort,0,Czech Republic,12-04-2016 03:26,1
65.65,30,57877.15,201.58,Front-line dynamic model,Bradleyside,1,Moldova,29-06-2016 10:50,0
55.6,39,23936.86,181.02,Multi-channeled scalable moratorium,Westshire,0,Moldova,08-05-2016 22:24,1
82.07,38,57868.44,206.98,Synergized clear-thinking protocol,Stewartbury,1,Western Sahara,11-03-2016 06:49,1
46.61,41,48335.2,137.24,Synergistic reciprocal attitude,Harmonhaven,0,Micronesia,05-01-2016 17:56,1
68.18,28,70324.8,139.01,Intuitive exuding service-desk,Reyesfurt,0,Czech Republic,23-01-2016 17:39,1
81.75,19,79332.33,230.95,Synchronized multi-tasking ability,East Carlos,0,Eritrea,12-06-2016 21:21,0
33.33,26,33951.63,228.78,User-friendly upward-trending intranet,Shelbyport,0,Senegal,23-01-2016 13:14,0
77.5,41,57846.68,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,0,Micronesia,19-05-2016 14:30,1
85.62,25,55984.89,141.89,Organic next generation matrix,Nelsonfurt,1,Georgia,18-03-2016 13:00,0
75.55,24,52252.91,182.2,Up-sized 6thgeneration moratorium,Lisafort,0,Algeria,31-01-2016 05:12,0
69.62,34,59785.94,168.34,Cloned explicit middleware,New Tinamouth,1,Norfolk Island,11-03-2016 00:05,1
43.49,49,40763.13,195.69,Advanced 24/7 productivity,West Brandonton,1,Australia,04-04-2016 20:01,1
42.04,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Australia,04-04-2016 20:01,1
74.07,27,56681.65,181.02,Front-line bandwidth-monitored capacity,Johnstad,0,French Guiana,26-02-2016 19:48,0
74.07,39,57983.3,141.96,User-friendly client-server instruction set,West Angelabury,1,Albania,08-04-2016 22:40,0
86.06,32,55424.24,172.83,Focused upward-trending core,Lisafort,0,Bahamas,28-04-2016 22:54,0
47.64,29,42760.22,153.76,Self-enabling local strategy,Angelhaven,0,United States of America,18-06-2016 17:56,1
73.72,35,73889.99,221.18,Secured secondary superstructure,West Wendyland,1,Ukraine,26-01-2016 02:47,0
33.33,41,48335.2,211.83,Synergistic reciprocal attitude,Morganport,0,Qatar,20-04-2016 21:49,1
84.73,26,63649.04,190.17,User-friendly upward-trending intranet,Shelbyport,0,Albania,23-01-2016 13:14,1
67.8,25,50671.6,241.03,Up-sized maximized model,Lake Rhondaburgh,1,American Samoa,08-07-2016 17:14,0
84.45,28,27508.41,221.79,Organized global flexibility,West Joseph,1,Luxembourg,21-04-2016 19:56,0
80.3,39,38067.08,124.44,Robust holistic application,New Brandy,0,Peru,05-04-2016 08:18,1
73.72,36,59240.24,140.46,Multi-layered fresh-thinking neural-net,North Brandon,0,Hong Kong,02-02-2016 08:55,0
77.14,52,33951.63,195.69,Customizable tangible hierarchy,Penatown,1,Portugal,19-07-2016 08:32,1
50.63,39,73392.28,236.87,Intuitive exuding service-desk,West Roytown,0,Guernsey,14-01-2016 14:00,0
36.56,40,40468.53,221.98,Inverse zero-defect capability,North Randy,0,Anguilla,13-07-2016 16:12,1
75.84,25,50506.44,202.18,Face-to-face analyzing encryption,West Aprilport,0,Lao People's Democratic Republic,08-03-2016 18:00,0
38.37,36,32549.95,109.07,Decentralized attitude-oriented interface,Lake Jillville,1,Liechtenstein,27-02-2016 12:34,1
55.6,39,19991.72,124.44,Intuitive exuding service-desk,North Aaronburgh,0,Ethiopia,29-02-2016 23:56,1
72.45,29,56113.37,200.71,Programmable uniform website,East Carlos,0,Senegal,10-06-2016 11:31,0
89.05,43,57868.44,163.48,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,17-04-2016 21:39,1
59.05,43,73538.09,198.45,Optimized upward-trending productivity,Port Jeffrey,1,Turkey,03-04-2016 21:13,1
69.88,34,59785.94,168.34,Cloned explicit middleware,Kingshire,1,Equatorial Guinea,11-03-2016 00:05,0
78.74,38,52736.33,130.83,Enhanced optimizing website,Stewartbury,1,Western Sahara,17-04-2016 19:10,1
88.04,38,62792.43,236.87,User-friendly grid-enabled analyzer,Stewartbury,1,Western Sahara,16-06-2016 03:17,1
56.39,29,53431.35,153.76,Self-enabling local strategy,Williamsport,0,Cayman Islands,03-02-2016 19:12,1
79.6,28,71222.4,217.37,Synchronized user-facing core,Kennedyfurt,1,Luxembourg,22-03-2016 06:41,0
